Year,SeriesCode,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2018,VC_VOV_GDSD,Georgia,_T,SEXO,RURAL,BOTHSEX,0.2
2022,VC_VOV_GDSD,Switzerland,_T,POLVIEW,ALLAREA,BOTHSEX,5.5
2022,VC_VOV_GDSD,Switzerland,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,30.8
2022,VC_VOV_GDSD,Switzerland,_T,AGE,ALLAREA,BOTHSEX,4.5
2022,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,24.6
2018,VC_VOV_GDSD,Georgia,PD,RELIGION,ALLAREA,FEMALE,3.0
2018,VC_VOV_GDSD,Georgia,PWD,AGE,ALLAREA,MALE,1.3
2018,VC_VOV_GDSD,Georgia,PWD,OTHER,ALLAREA,MALE,0.5
2018,VC_VOV_GDSD,Georgia,_T,SEX,RURAL,MALE,0.3
2018,VC_VOV_GDSD,Georgia,_T,SEXO,ALLAREA,FEMALE,0.3
2022,VC_VOV_GDSD,Switzerland,_T,SOCIOECON,ALLAREA,BOTHSEX,4.7
2022,VC_VOV_GDSD,Switzerland,_T,OTHER,ALLAREA,BOTHSEX,3.1
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,26.6
2022,VC_VOV_GDSD,Switzerland,_T,ETHCOLLAN,ALLAREA,BOTHSEX,17.7
2022,VC_VOV_GDSD,Switzerland,_T,SEXOGENID,ALLAREA,BOTHSEX,2.6
2018,VC_VOV_GDSD,Georgia,_T,SEXO,ALLAREA,MALE,0.3
2018,VC_VOV_GDSD,Georgia,PD,OTHER,ALLAREA,BOTHSEX,1.67
2018,VC_VOV_GDSD,Georgia,_T,SEXO,RURAL,MALE,0.3
2018,VC_VOV_GDSD,Georgia,_T,SEX,ALLAREA,FEMALE,1.8
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,URBAN,BOTHSEX,2.35
2018,VC_VOV_GDSD,Georgia,_T,ALL,ALLAREA,MALE,4.4
2018,VC_VOV_GDSD,Georgia,_T,OTHER,ALLAREA,FEMALE,1.0
2018,VC_VOV_GDSD,Georgia,_T,OTHER,ALLAREA,BOTHSEX,0.75
2018,VC_VOV_GDSD,Georgia,_T,OTHER,RURAL,BOTHSEX,0.45
2018,VC_VOV_GDSD,Georgia,_T,ETHI,ALLAREA,MALE,0.8
2018,VC_VOV_GDSD,Georgia,_T,ETHI,ALLAREA,FEMALE,1.5
2018,VC_VOV_GDSD,Georgia,_T,AGE,ALLAREA,FEMALE,1.8
2018,VC_VOV_GDSD,Georgia,_T,AGE,RURAL,BOTHSEX,0.65
2018,VC_VOV_GDSD,Georgia,PD,DIS,ALLAREA,MALE,0.0
2018,VC_VOV_GDSD,Georgia,_T,ETHI,URBAN,BOTHSEX,1.3
2018,VC_VOV_GDSD,Georgia,_T,DIS,URBAN,FEMALE,0.5
2018,VC_VOV_GDSD,Georgia,PWD,ALL,ALLAREA,BOTHSEX,5.25
2018,VC_VOV_GDSD,Georgia,PWD,DIS,ALLAREA,BOTHSEX,0.4
2018,VC_VOV_GDSD,Georgia,PWD,SEX,ALLAREA,BOTHSEX,1.27
2018,VC_VOV_GDSD,Georgia,PWD,RELIGION,ALLAREA,MALE,1.7
2018,VC_VOV_GDSD,Georgia,PWD,RELIGION,ALLAREA,FEMALE,2.0
2018,VC_VOV_GDSD,Georgia,PWD,OTHER,ALLAREA,FEMALE,0.9
2018,VC_VOV_GDSD,Georgia,PD,OTHER,ALLAREA,MALE,0.8
2018,VC_VOV_GDSD,Georgia,PD,RELIGION,ALLAREA,MALE,2.4
2018,VC_VOV_GDSD,Georgia,PD,SEX,ALLAREA,MALE,0.4
2018,VC_VOV_GDSD,Georgia,PD,SEX,ALLAREA,FEMALE,2.3
2018,VC_VOV_GDSD,Georgia,PD,SEXO,ALLAREA,FEMALE,0.6
2018,VC_VOV_GDSD,Georgia,PD,SEXO,ALLAREA,BOTHSEX,0.4
2018,VC_VOV_GDSD,Georgia,_T,DIS,URBAN,MALE,0.3
2018,VC_VOV_GDSD,Georgia,_T,AGE,URBAN,BOTHSEX,2.0
2018,VC_VOV_GDSD,Georgia,_T,AGE,URBAN,FEMALE,2.3
2018,VC_VOV_GDSD,Georgia,_T,DIS,ALLAREA,FEMALE,0.4
2015,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,BOTHSEX,12.5
2015,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,FEMALE,12.6
2015,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,MALE,12.5
2015,VC_VOV_GDSD,Germany,_T,ALL,RURAL,BOTHSEX,13.21
2015,VC_VOV_GDSD,Germany,_T,ALL,URBAN,BOTHSEX,12.27
2017,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,BOTHSEX,9.85
2017,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,MALE,10.0
2017,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,FEMALE,9.7
2017,VC_VOV_GDSD,Germany,_T,ALL,RURAL,BOTHSEX,10.16
2017,VC_VOV_GDSD,Germany,_T,ALL,URBAN,BOTHSEX,9.81
2019,VC_VOV_GDSD,Germany,_T,ALL,RURAL,BOTHSEX,9.55
2019,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,BOTHSEX,8.57
2019,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,FEMALE,8.44
2019,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,MALE,8.55
2019,VC_VOV_GDSD,Germany,_T,ALL,URBAN,BOTHSEX,7.72
2019,VC_VOV_GDSD,Germany,PWD,ALL,ALLAREA,BOTHSEX,7.25
2019,VC_VOV_GDSD,Germany,PD,ALL,ALLAREA,BOTHSEX,15.88
2021,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,FEMALE,6.63
2021,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,MALE,9.16
2021,VC_VOV_GDSD,Germany,_T,ALL,ALLAREA,BOTHSEX,7.84
2021,VC_VOV_GDSD,Germany,_T,ALL,RURAL,BOTHSEX,7.69
2021,VC_VOV_GDSD,Germany,_T,ALL,URBAN,BOTHSEX,7.47
2021,VC_VOV_GDSD,Germany,PWD,ALL,ALLAREA,BOTHSEX,6.64
2021,VC_VOV_GDSD,Germany,PD,ALL,ALLAREA,BOTHSEX,13.72
2014,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,MALE,3.4
2014,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,MALE,42.9
2014,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,FEMALE,14.3
2014,VC_VOV_GDSD,Ireland,PD,ALL,ALLAREA,BOTHSEX,16.4
2014,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,BOTHSEX,6.0
2014,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,BOTHSEX,24.2
2014,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,FEMALE,17.1
2014,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,FEMALE,38.9
2014,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,BOTHSEX,40.7
2014,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,BOTHSEX,9.3
2014,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,MALE,4.1
2014,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,FEMALE,4.6
2014,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,MALE,11.0
2014,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,FEMALE,6.2
2014,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,BOTHSEX,2.8
2014,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,BOTHSEX,21.3
2014,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,MALE,5.7
2014,VC_VOV_GDSD,Ireland,PWD,ALL,ALLAREA,BOTHSEX,11.1
2014,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,MALE,25.0
2014,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,FEMALE,12.6
2014,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,BOTHSEX,11.8
2014,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,MALE,0.7
2014,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,MALE,26.4
2014,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,BOTHSEX,9.3
2014,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,FEMALE,23.5
2014,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,FEMALE,13.6
2019,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,BOTHSEX,4.9
2019,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,FEMALE,31.7
2019,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,BOTHSEX,32.2
2019,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,FEMALE,29.1
2019,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,BOTHSEX,21.9
2019,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,FEMALE,16.0
2019,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,BOTHSEX,11.7
2019,VC_VOV_GDSD,Ireland,_T,OTHER,ALLAREA,MALE,32.9
2019,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,MALE,4.8
2019,VC_VOV_GDSD,Ireland,_T,DIS,ALLAREA,FEMALE,5.0
2019,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,FEMALE,34.1
2019,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,MALE,7.8
2019,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,MALE,34.2
2019,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,FEMALE,14.1
2019,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,BOTHSEX,5.0
2019,VC_VOV_GDSD,Ireland,_T,SEXO,ALLAREA,MALE,9.5
2019,VC_VOV_GDSD,Ireland,PD,ALL,ALLAREA,BOTHSEX,24.1
2019,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,BOTHSEX,17.7
2019,VC_VOV_GDSD,Ireland,_T,AGE,ALLAREA,BOTHSEX,34.1
2019,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,FEMALE,18.8
2019,VC_VOV_GDSD,Ireland,_T,ALL,ALLAREA,MALE,16.6
2019,VC_VOV_GDSD,Ireland,_T,SEXO,ALLAREA,FEMALE,8.8
2019,VC_VOV_GDSD,Ireland,_T,SEXO,ALLAREA,BOTHSEX,9.1
2019,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,MALE,5.6
2019,VC_VOV_GDSD,Ireland,_T,MAR,ALLAREA,FEMALE,4.4
2019,VC_VOV_GDSD,Ireland,_T,FAM,ALLAREA,MALE,9.0
2019,VC_VOV_GDSD,Ireland,_T,SEX,ALLAREA,BOTHSEX,18.6
2019,VC_VOV_GDSD,Ireland,_T,ETHCOLLANNAL,ALLAREA,MALE,28.4
2019,VC_VOV_GDSD,Ireland,PWD,ALL,ALLAREA,BOTHSEX,16.7
2017,VC_VOV_GDSD,Israel,_T,AGE,URBAN,BOTHSEX,7.3
2017,VC_VOV_GDSD,Israel,PWD,AGE,ALLAREA,BOTHSEX,6.1
2017,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,BOTHSEX,5.9
2017,VC_VOV_GDSD,Israel,_T,SEX,URBAN,BOTHSEX,5.9
2017,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,11.0
2017,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,MALE,1.5
2017,VC_VOV_GDSD,Israel,PWD,ALL,ALLAREA,BOTHSEX,25.3
2017,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,MALE,25.8
2017,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,FEMALE,26.7
2017,VC_VOV_GDSD,Israel,_T,ALL,URBAN,BOTHSEX,26.9
2017,VC_VOV_GDSD,Israel,PD,ALL,ALLAREA,BOTHSEX,32.3
2017,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,10.1
2017,VC_VOV_GDSD,Israel,_T,ALL,RURAL,BOTHSEX,19.5
2017,VC_VOV_GDSD,Israel,PWD,SEX,ALLAREA,BOTHSEX,5.8
2017,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,FEMALE,10.0
2017,VC_VOV_GDSD,Israel,_T,DISHEA,RURAL,BOTHSEX,2.4
2017,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,13.7
2017,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,8.9
2017,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,FEMALE,9.5
2017,VC_VOV_GDSD,Israel,PD,MIG,ALLAREA,BOTHSEX,23.6
2017,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,FEMALE,7.6
2017,VC_VOV_GDSD,Israel,_T,MIG,RURAL,BOTHSEX,4.2
2017,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,MALE,11.1
2017,VC_VOV_GDSD,Israel,_T,ETH,RURAL,BOTHSEX,4.4
2017,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,10.4
2017,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,BOTHSEX,9.9
2017,VC_VOV_GDSD,Israel,_T,AGE,RURAL,BOTHSEX,5.9
2017,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,MALE,2.3
2017,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,MALE,7.3
2017,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,BOTHSEX,7.2
2017,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,FEMALE,7.1
2017,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,12.9
2017,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,BOTHSEX,2.8
2017,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,MALE,3.2
2017,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,FEMALE,2.3
2017,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,BOTHSEX,2.1
2017,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,BOTHSEX,26.3
2017,VC_VOV_GDSD,Israel,PWD,ETH,ALLAREA,BOTHSEX,10.5
2017,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,11.6
2017,VC_VOV_GDSD,Israel,_T,SEX,RURAL,BOTHSEX,6.1
2017,VC_VOV_GDSD,Israel,PWD,DISHEA,ALLAREA,BOTHSEX,1.3
2017,VC_VOV_GDSD,Israel,_T,DISHEA,URBAN,BOTHSEX,2.8
2017,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,12.0
2017,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,BOTHSEX,11.0
2017,VC_VOV_GDSD,Israel,PD,SEX,ALLAREA,BOTHSEX,6.0
2017,VC_VOV_GDSD,Israel,PD,RELIGION,ALLAREA,BOTHSEX,11.2
2017,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.7
2017,VC_VOV_GDSD,Israel,_T,RELIGION,RURAL,BOTHSEX,5.0
2017,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,10.3
2017,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,FEMALE,1.9
2017,VC_VOV_GDSD,Israel,_T,COLR,RURAL,BOTHSEX,1.5
2017,VC_VOV_GDSD,Israel,_T,COLR,URBAN,BOTHSEX,2.2
2017,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,BOTHSEX,9.3
2017,VC_VOV_GDSD,Israel,_T,MIG,URBAN,BOTHSEX,9.8
2017,VC_VOV_GDSD,Israel,PD,COLR,ALLAREA,BOTHSEX,2.0
2017,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,2.1
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Israel,_T,ETH,RURAL,BOTHSEX,7.5
2018,VC_VOV_GDSD,Israel,PWD,ETH,ALLAREA,BOTHSEX,11.2
2018,VC_VOV_GDSD,Israel,PD,MIG,ALLAREA,BOTHSEX,8.6
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,10.6
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,9.4
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,BOTHSEX,9.3
2018,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,2.7
2018,VC_VOV_GDSD,Israel,PWD,SEXOGENID,ALLAREA,BOTHSEX,0.6
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,MALE,0.6
2018,VC_VOV_GDSD,Israel,PD,RELIGION,ALLAREA,BOTHSEX,8.0
2018,VC_VOV_GDSD,Israel,_T,COLR,RURAL,BOTHSEX,3.1
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,11.8
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,BOTHSEX,11.2
2018,VC_VOV_GDSD,Israel,PD,SEX,ALLAREA,BOTHSEX,5.3
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,MALE,3.6
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,BOTHSEX,26.6
2018,VC_VOV_GDSD,Israel,_T,MIG,URBAN,BOTHSEX,9.7
2018,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,11.5
2018,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,11.8
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,BOTHSEX,0.6
2018,VC_VOV_GDSD,Israel,_T,COLR,URBAN,BOTHSEX,2.7
2018,VC_VOV_GDSD,Israel,_T,ALL,RURAL,BOTHSEX,20.8
2018,VC_VOV_GDSD,Israel,_T,AGE,URBAN,BOTHSEX,7.7
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,MALE,1.7
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,BOTHSEX,6.5
2018,VC_VOV_GDSD,Israel,_T,ALL,URBAN,BOTHSEX,27.0
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,FEMALE,10.9
2018,VC_VOV_GDSD,Israel,PWD,DISHEA,ALLAREA,BOTHSEX,2.0
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,FEMALE,28.0
2018,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,9.4
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,BOTHSEX,2.8
2018,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,11.4
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,FEMALE,8.1
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,URBAN,BOTHSEX,0.6
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,FEMALE,9.7
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,MALE,10.4
2018,VC_VOV_GDSD,Israel,PD,COLR,ALLAREA,BOTHSEX,3.2
2018,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,9.9
2018,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.8
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,FEMALE,0.6
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,BOTHSEX,9.6
2018,VC_VOV_GDSD,Israel,_T,MIG,RURAL,BOTHSEX,4.1
2018,VC_VOV_GDSD,Israel,_T,DISHEA,URBAN,BOTHSEX,3.5
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,MALE,25.0
2018,VC_VOV_GDSD,Israel,_T,AGE,RURAL,BOTHSEX,8.1
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,BOTHSEX,7.7
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,FEMALE,8.3
2018,VC_VOV_GDSD,Israel,PD,ALL,ALLAREA,BOTHSEX,29.3
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,MALE,7.1
2018,VC_VOV_GDSD,Israel,_T,RELIGION,RURAL,BOTHSEX,5.6
2018,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,12.1
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,FEMALE,3.2
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,BOTHSEX,3.4
2018,VC_VOV_GDSD,Israel,_T,SEX,RURAL,BOTHSEX,6.6
2018,VC_VOV_GDSD,Israel,PWD,ALL,ALLAREA,BOTHSEX,26.1
2018,VC_VOV_GDSD,Israel,_T,SEX,URBAN,BOTHSEX,6.4
2018,VC_VOV_GDSD,Israel,PWD,SEX,ALLAREA,BOTHSEX,6.7
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,MALE,3.5
2018,VC_VOV_GDSD,Israel,PWD,AGE,ALLAREA,BOTHSEX,7.0
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,FEMALE,26.0
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,FEMALE,1.1
2019,VC_VOV_GDSD,Israel,PWD,SEXOGENID,ALLAREA,BOTHSEX,1.1
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,FEMALE,8.9
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,MALE,1.8
2019,VC_VOV_GDSD,Israel,PWD,AGE,ALLAREA,BOTHSEX,7.1
2019,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,9.4
2019,VC_VOV_GDSD,Israel,PWD,DISHEA,ALLAREA,BOTHSEX,1.8
2019,VC_VOV_GDSD,Israel,_T,DISHEA,URBAN,BOTHSEX,2.9
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,FEMALE,2.5
2019,VC_VOV_GDSD,Israel,PD,RELIGION,ALLAREA,BOTHSEX,8.9
2019,VC_VOV_GDSD,Israel,_T,SEX,RURAL,BOTHSEX,6.3
2019,VC_VOV_GDSD,Israel,_T,RELIGION,RURAL,BOTHSEX,6.9
2019,VC_VOV_GDSD,Israel,_T,AGE,RURAL,BOTHSEX,7.2
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,FEMALE,7.7
2019,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,10.1
2019,VC_VOV_GDSD,Israel,_T,AGE,URBAN,BOTHSEX,7.5
2019,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,9.8
2019,VC_VOV_GDSD,Israel,_T,MIG,URBAN,BOTHSEX,9.3
2019,VC_VOV_GDSD,Israel,PWD,ETH,ALLAREA,BOTHSEX,10.3
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,9.5
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,BOTHSEX,9.4
2019,VC_VOV_GDSD,Israel,PD,MIG,ALLAREA,BOTHSEX,8.5
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,BOTHSEX,5.4
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,URBAN,BOTHSEX,1.1
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,BOTHSEX,24.9
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,MALE,23.8
2019,VC_VOV_GDSD,Israel,PWD,ALL,ALLAREA,BOTHSEX,24.6
2019,VC_VOV_GDSD,Israel,PD,ALL,ALLAREA,BOTHSEX,27.0
2019,VC_VOV_GDSD,Israel,PD,SEX,ALLAREA,BOTHSEX,4.1
2019,VC_VOV_GDSD,Israel,PWD,SEX,ALLAREA,BOTHSEX,5.7
2019,VC_VOV_GDSD,Israel,_T,SEX,URBAN,BOTHSEX,5.4
2019,VC_VOV_GDSD,Israel,_T,DISHEA,RURAL,BOTHSEX,2.3
2019,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,10.7
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,MALE,3.3
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,MALE,7.3
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,BOTHSEX,7.5
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,FEMALE,9.4
2019,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,10.2
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,MALE,1.1
2019,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,10.6
2019,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.5
2019,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,9.6
2019,VC_VOV_GDSD,Israel,_T,ALL,URBAN,BOTHSEX,25.5
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,BOTHSEX,2.9
2019,VC_VOV_GDSD,Israel,_T,ALL,RURAL,BOTHSEX,17.7
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,BOTHSEX,8.9
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,MALE,9.9
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,FEMALE,8.1
2019,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,9.0
2019,VC_VOV_GDSD,Israel,_T,COLR,URBAN,BOTHSEX,2.4
2019,VC_VOV_GDSD,Israel,_T,ETH,RURAL,BOTHSEX,6.4
2019,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,FEMALE,2.0
2019,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,MALE,2.8
2019,VC_VOV_GDSD,Israel,PD,COLR,ALLAREA,BOTHSEX,2.2
2019,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,2.4
2020,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,8.6
2020,VC_VOV_GDSD,Israel,_T,DISHEA,RURAL,BOTHSEX,1.9
2020,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,8.1
2020,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,1.6
2020,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,8.5
2020,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,BOTHSEX,1.6
2020,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,9.8
2020,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,10.0
2020,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.8
2020,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,MALE,0.6
2020,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,9.0
2020,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,BOTHSEX,0.7
2020,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,10.3
