Year,SeriesCode,Country,Disability status,Grounds of discrimination,Location,Sex,Value
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Female,1.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.1
2021,VC_VOV_GDSD,Israel,Persons with disability,Sexual orientation and gender identity,All areas,Both sexes,2.2
2021,VC_VOV_GDSD,Israel,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Urban,Both sexes,12.6
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Age,All areas,Both sexes,4.5
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Rural,Both sexes,24.6
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Socioeconomic status,All areas,Both sexes,4.7
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Other,All areas,Both sexes,3.1
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Both sexes,10.2
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Female,4.0
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,Rural,Both sexes,7.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,Urban,Both sexes,7.0
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,Rural,Both sexes,9.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Both sexes,13.9
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Age,Rural,Female,1.2
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,All or no breakdown,Rural,Female,2.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Ethnic or immigration status,Rural,Female,0.1
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Disability,All areas,Female,11.9
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,All or no breakdown,All areas,Female,2.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Age,All areas,Female,1.0
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Both sexes,4.1
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,Urban,Both sexes,10.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,Rural,Both sexes,1.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,Rural,Both sexes,1.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Both sexes,2.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,Rural,Both sexes,3.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Both sexes,1.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",Urban,Both sexes,1.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Both sexes,2.2
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Both sexes,6.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,Urban,Both sexes,14.9
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Male,10.0
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,All areas,Female,4.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,Urban,Both sexes,0.25
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,All areas,Male,1.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Rural,Female,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Rural,Both sexes,0.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sex,Urban,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sexual orientation,All areas,Female,0.1
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Other,Rural,Female,1.0
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sexual orientation,Urban,Female,0.1
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Ethnic or immigration status,All areas,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Disability,Urban,Female,0.2
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Male,0.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Female,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Both sexes,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,All areas,Male,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Rural,Both sexes,1.05
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Male,0.9
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Male,7.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Male,1.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Male,2.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Female,1.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Female,16.8
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,All or no breakdown,All areas,Female,11.6
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Age,Urban,Female,2.5
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,All or no breakdown,All areas,Female,26.4
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sexual orientation,All areas,Female,0.4
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sexual orientation,Rural,Female,0.9
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Ethnic or immigration status,All areas,Female,5.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Female,8.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Both sexes,3.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Female,2.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Female,10.5
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,Urban,Both sexes,14.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,Rural,Both sexes,2.1
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Religion or belief,All areas,Female,2.9
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Disability,All areas,Female,1.1
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Religion or belief,All areas,Female,9.8
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Sex,All areas,Female,6.9
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,All or no breakdown,Rural,Female,7.5
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Age,Rural,Female,2.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,Urban,Both sexes,2.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Male,4.2
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Male,10.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Male,4.5
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Male,2.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Male,2.1
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Female,2.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Both sexes,10.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,Rural,Both sexes,2.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,Rural,Both sexes,5.1
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,Rural,Both sexes,2.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Female,4.1
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,Urban,Both sexes,2.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Female,19.9
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Female,1.8
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Female,2.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,Urban,Both sexes,4.1
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,Urban,Both sexes,3.5
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",Rural,Both sexes,1.4
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,Urban,Both sexes,1.7
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,Urban,Both sexes,2.3
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Male,1.5
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Both sexes,13.6
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Both sexes,2.7
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sex,Urban,Female,4.9
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Religion or belief,Urban,Female,2.9
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Other,Urban,Female,1.7
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Religion or belief,Rural,Female,1.2
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,All or no breakdown,Urban,Female,12.5
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Disability,All areas,Female,0.9
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,Rural,Both sexes,10.5
2019,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Both sexes,1.4
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,Urban,Both sexes,4.1
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,Urban,Both sexes,6.2
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Male,11.2
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Female,3.4
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Male,3.1
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,Rural,Both sexes,5.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",Rural,Both sexes,1.1
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,Urban,Both sexes,13.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,Urban,Both sexes,2.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,Urban,Both sexes,12.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Female,4.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,Rural,Both sexes,3.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,Rural,Both sexes,10.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,Urban,Both sexes,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,Urban,Both sexes,1.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,Urban,Both sexes,3.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Both sexes,6.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Both sexes,1.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Both sexes,2.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,Rural,Both sexes,2.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Both sexes,11.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Female,16.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Male,1.4
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,All areas,Male,6.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Female,13.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",Urban,Both sexes,1.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Sex,Rural,Both sexes,7.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,Rural,Both sexes,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,Rural,Both sexes,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Both sexes,2.5
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,Urban,Both sexes,7.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Male,7.2
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Male,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Both sexes,12.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Both sexes,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Both sexes,5.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Health status,All areas,Female,2.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Female,6.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,All areas,Both sexes,4.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Both sexes,3.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sexual orientation,All areas,Female,0.1
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Urban,Both sexes,1.85
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Urban,Female,1.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Urban,Female,1.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Urban,Both sexes,0.85
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Ethnic or immigration status,All areas,Female,18.0
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Disability,All areas,Female,3.0
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Age,All areas,Female,2.5
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Age,All areas,Female,1.4
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Sex,All areas,Female,5.0
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Sexual orientation,All areas,Female,0.5
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Marital status,Rural,Both sexes,3.4
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Physical condition,All areas,Male,4.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Female,1.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Disability,All areas,Male,2.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,Rural,Both sexes,1.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Male,1.9
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Geographic location,All areas,Male,3.8
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Ethnic or immigration status,Urban,Female,5.7
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sexual orientation,Urban,Female,0.4
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Disability,Urban,Female,1.1
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Religion or belief,All areas,Female,2.6
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Other,All areas,Female,7.8
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Ethnic or immigration status,All areas,Female,5.2
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Male,13.0
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,Rural,Both sexes,9.7
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,"Ethnic, colour, language, migration",All areas,Female,1.8
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Religion or belief,All areas,Female,3.1
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Political opinion,All areas,Female,6.4
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Age,All areas,Female,14.6
2020,VC_VOV_GDSD,Republic of Korea,Total or no breakdown,Socioeconomic status,All areas,Both sexes,13.0
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sex,Rural,Female,3.4
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,All or no breakdown,All areas,Female,12.5
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Other,Rural,Female,1.2
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Sex,All areas,Female,4.9
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Other,All areas,Female,1.3
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Other,All areas,Female,1.7
2018,VC_VOV_GDSD,North Macedonia,Persons with disability,Sexual orientation,All areas,Female,0.0
2018,VC_VOV_GDSD,North Macedonia,Persons without disability,Age,All areas,Female,2.1
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Ethnic or immigration status,Rural,Female,3.4
2018,VC_VOV_GDSD,North Macedonia,Total or no breakdown,Disability,Rural,Female,1.0
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Other,Rural,Female,5.7
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Other,Urban,Female,4.9
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Urban,Female,0.7
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Urban,Both sexes,0.55
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Urban,Male,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Urban,Both sexes,1.0
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,Urban,Female,5.4
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Disability,Rural,Female,0.5
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,All or no breakdown,Rural,Female,9.0
2021,VC_VOV_GDSD,Uzbekistan,Persons with disability,Disability,All areas,Female,3.9
2021,VC_VOV_GDSD,Uzbekistan,Persons without disability,Other,All areas,Female,4.7
2021,VC_VOV_GDSD,Uzbekistan,Persons without disability,Religion or belief,All areas,Female,0.3
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,All or no breakdown,All areas,Female,9.5
2021,VC_VOV_GDSD,Uzbekistan,Persons with disability,Age,All areas,Female,3.3
2021,VC_VOV_GDSD,Uzbekistan,Persons without disability,Sex,All areas,Female,2.0
2021,VC_VOV_GDSD,Uzbekistan,Persons with disability,Sexual orientation,All areas,Female,0.4
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Religion or belief,All areas,Female,0.4
2021,VC_VOV_GDSD,Uzbekistan,Persons with disability,Sex,All areas,Female,4.7
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Sex,Urban,Female,2.7
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Age,Urban,Female,3.0
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Sex,Rural,Female,1.7
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Disability,All areas,Female,0.6
2021,VC_VOV_GDSD,Uzbekistan,Persons without disability,All or no breakdown,All areas,Female,8.6
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,Other,All areas,Female,5.3
2021,VC_VOV_GDSD,Uzbekistan,Total or no breakdown,All or no breakdown,Urban,Female,10.1
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Disability,Rural,Both sexes,1.15
2019,VC_VOV_GDSD,Belarus,Persons without disability,Sexual orientation,All areas,Female,0.1
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,Urban,Male,0.1
