Year,SeriesCode,Country,Disability status,Sex,Value
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,11.32
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,12.61
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,20.47
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,19.17
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,18.19
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,32.33
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,25.34
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,20.49
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,31.31
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,32.78
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,33.89
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,21.92
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,18.65
2010,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,11.44
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,14.47
2011,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,12.66
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,24.42
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,20.74
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,27.02
2011,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,13.16
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,12.35
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,12.9
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,18.97
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,21.54
2015,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,20.13
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,18.96
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,18.71
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,36.87
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,35.05
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,18.37
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,19.22
2011,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,13.71
2011,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.87
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,22.13
2012,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.5
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,21.0
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,14.83
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,19.39
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,14.21
2012,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,15.06
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,18.63
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,18.91
2016,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,39.5
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,16.59
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,36.92
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,14.45
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,15.12
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,25.9
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,30.3
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,16.2
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,15.46
2017,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,14.15
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,31.2
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,46.73
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,14.37
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,12.43
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,11.33
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,36.81
2012,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,14.42
2012,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,13.31
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,15.33
2013,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,15.68
2013,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.31
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,22.69
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,26.87
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,13.23
2013,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,14.71
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,13.15
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,12.04
2018,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,13.63
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,32.58
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,34.01
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,9.86
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,10.82
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,10.97
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,10.39
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,14.47
2013,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,16.18
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,24.52
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,24.1
2014,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,14.94
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,14.68
2014,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,16.02
2014,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,16.77
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,16.57
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,15.79
2014,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,25.12
2015,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,16.71
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,16.48
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,29.25
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,16.48
2015,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,16.89
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,33.01
2015,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,16.81
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,33.3
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,10.3
2019,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,11.4
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,21.03
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,11.25
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,27.84
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,10.91
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,13.13
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,9.05
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,24.67
2015,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,16.48
2016,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,19.74
2016,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,17.96
2016,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,16.65
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,28.95
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,16.47
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,25.7
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,19.62
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,9.56
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,34.16
2020,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,12.96
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,19.35
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,11.07
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,8.61
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,9.52
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,9.8
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,22.4
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,8.2
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,24.53
2021,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,10.91
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,10.48
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,40.45
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,9.66
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,39.94
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,15.87
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,40.95
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,16.64
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,13.24
2005,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,12.43
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,12.5
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,38.72
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,30.39
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,9.73
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,34.16
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,10.23
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,17.81
2016,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,27.36
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,14.72
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,29.5
2017,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,15.61
2017,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,14.64
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,15.62
2017,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,15.05
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,14.49
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,14.75
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,15.36
2006,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,11.95
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,38.18
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,32.55
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,14.55
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,14.16
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,8.51
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,8.83
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,14.96
2017,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,23.09
2018,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,14.05
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,12.97
2018,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,15.3
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,28.43
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,13.96
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,14.04
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,15.31
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,11.02
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,35.31
2007,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,11.38
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,35.87
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,10.99
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,7.65
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,49.05
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,7.33
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,9.37
2018,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,22.15
2018,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,13.13
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,13.58
2019,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,11.24
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,12.2
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,23.08
2019,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,12.31
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,27.64
2019,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.74
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,8.94
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,11.54
2008,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,42.53
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,25.38
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,7.79
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,9.37
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,9.03
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,7.49
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,34.69
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,11.36
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,29.46
2009,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,10.97
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,12.05
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,10.77
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,9.75
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,31.03
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,28.51
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,9.52
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,18.51
2019,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,11.18
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,16.84
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,21.64
2020,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,14.38
2020,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,15.46
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,21.49
2020,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,16.9
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,21.58
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,14.28
2020,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,15.38
2021,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,10.81
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,17.43
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,10.68
2021,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,11.95
2021,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.52
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,11.88
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,13.51
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,34.05
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,11.76
2010,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,10.51
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,8.83
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,26.31
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,10.33
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,12.21
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,35.45
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,30.77
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,8.55
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,12.02
2011,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,10.09
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,30.17
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,11.42
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,9.83
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,11.74
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,30.28
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,9.58
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,14.73
2021,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,18.82
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Male,12.79
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Male,23.67
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Female,10.8
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Both sexes,18.43
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Both sexes,11.88
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Female,10.94
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Male,12.35
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,30.21
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,8.28
2012,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,8.09
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,21.43
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,29.79
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,8.73
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,12.13
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,12.0
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,10.46
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Both sexes,11.6
2005,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Female,13.79
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Both sexes,9.54
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Female,8.0
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Both sexes,13.12
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Both sexes,9.4
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Male,18.91
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Male,10.71
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Female,8.3
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,36.63
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,9.1
2013,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,10.2
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,42.44
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,32.24
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,10.15
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,11.51
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,8.23
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,9.71
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Male,10.42
2006,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Female,8.32
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Female,13.41
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Both sexes,6.99
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Male,7.84
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Female,5.83
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Both sexes,12.04
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Male,10.88
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Both sexes,6.86
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Female,6.02
2007,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Male,7.92
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Male,10.41
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Both sexes,8.96
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Female,14.65
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Male,10.76
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Male,28.35
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Both sexes,8.69
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Both sexes,20.91
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,8.56
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,37.63
2014,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,12.09
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,7.84
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,8.5
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Both sexes,9.05
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Female,9.98
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,45.28
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Male,47.14
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Female,6.86
2008,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Female,7.05
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Female,26.87
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Male,27.26
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Both sexes,33.02
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Persons without disability,Female,17.65
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Persons with disability,Male,38.72
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Both sexes,22.59
2009,SL_TLF_UEMDIS_19ICLS,Latvia,Total or no breakdown,Female,17.78
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Female,10.53
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Male,7.3
2015,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,43.42
2016,SL_TLF_UEMDIS_19ICLS,Czechia,Persons without disability,Both sexes,7.56
2016,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Both sexes,38.53
2016,SL_TLF_UEMDIS_19ICLS,Czechia,Total or no breakdown,Male,6.69
2016,SL_TLF_UEMDIS_19ICLS,Czechia,Persons with disability,Female,35.96
