Year,Показатели,Страна,Quantile,Sex,Value
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,FEMALE,0.8
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,19.1
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,73.4
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,70.4
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,62.4
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,58.2
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,51.3
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,51.4
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,52.7
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,FEMALE,44.4
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,MALE,60.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Australia,,BOTHSEX,52.7
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,94.1
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,89.4
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,89.8
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,91.3
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,91.4
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,90.5
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,FEMALE,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Austria,,MALE,100.0
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,12.0
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,5.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,20.1
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,30.5
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,24.1
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,20.8
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,BOTHSEX,0.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,MALE,0.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Armenia,,FEMALE,0.0
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,81.3
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,84.0
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,86.1
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,83.6
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,82.8
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,83.1
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,FEMALE,90.8
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,MALE,58.3
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,MALE,58.0
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,FEMALE,86.2
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,FEMALE,100.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belgium,,MALE,100.0
2001,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,1.2
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,1.6
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,1.6
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,2.4
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,2.6
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,2.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,5.3
2003,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,21.1
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,23.4
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,27.1
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,45.6
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,30.8
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,28.4
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,FEMALE,25.0
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,26.7
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,MALE,12.4
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,26.2
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,MALE,11.8
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,FEMALE,25.1
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,FEMALE,37.2
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,29.6
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,MALE,29.2
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,FEMALE,46.8
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,BOTHSEX,35.4
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Bulgaria,,MALE,26.9
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,39.0
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,55.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,54.0
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,49.4
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,44.0
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,46.1
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,FEMALE,57.4
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,MALE,29.1
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,44.6
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Belarus,,BOTHSEX,44.6
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,46.1
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,44.2
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,44.5
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,48.4
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,46.1
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,41.8
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,MALE,23.4
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,FEMALE,26.6
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,38.2
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,FEMALE,25.8
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,37.8
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,MALE,23.3
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Canada,,BOTHSEX,37.8
2004,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,5.7
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,9.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,19.6
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,20.7
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,21.1
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,23.7
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,MALE,22.0
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,33.5
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,FEMALE,21.7
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Chile,,BOTHSEX,34.9
